results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
0.76509905,,0.65572172,18s,17.600s,current,2,en-us,25.888572s
0.76509905,,0.44213441,18.700s,18s,movement,2,en-us,25.888572s
0.76509905,,0.57105398,19.100s,18.700s,in,2,en-us,25.888572s
0.76509905,,0.66746658,19.400s,19.100s,South,2,en-us,25.888572s
0.76509905,,0.72834557,20s,19.400s,Korea,2,en-us,25.888572s
0.76509905,,0.91283858,20.600s,20s,against,2,en-us,25.888572s
0.76509905,,0.91283858,21.400s,21s,against,2,en-us,25.888572s
0.76509905,,0.72834557,21.600s,21.400s,this,2,en-us,25.888572s
0.76509905,,0.91283858,21.700s,21.600s,year,2,en-us,25.888572s
0.76509905,,0.6674667,22s,21.700s,many,2,en-us,25.888572s
0.76509905,,0.91283858,22.600s,22s,refugees,2,en-us,25.888572s
0.76509905,,0.63050032,23s,22.600s,are,2,en-us,25.888572s
0.76509905,,0.91283858,23.500s,23.400s,pretty,2,en-us,25.888572s
0.76509905,,0.48066103,23.900s,23.500s,much,2,en-us,25.888572s
0.76509905,,0.68406767,24.300s,23.900s,standard,2,en-us,25.888572s
0.76509905,,0.86027837,24.800s,24.300s,phobic,2,en-us,25.888572s
0.76509905,,0.72966063,25.600s,24.800s,activity,2,en-us,25.888572s
0.74276662,Aurora I first want to state for this accepting this refugees arrived in this is Bachelor you many refugees has arrived in Jeju Island first of all I want to mention that the current movement in South Korea against against this year many refugees are pretty much standard phobic activity,0.91283858,2.800s,2s,Aurora,1,en-us,25.938685s
0.74276662,,0.91283858,2.900s,2.800s,I,1,en-us,25.938685s
0.74276662,,0.91283858,3.300s,2.900s,first,1,en-us,25.938685s
0.74276662,,0.91283858,3.400s,3.300s,want,1,en-us,25.938685s
0.74276662,,0.91283858,3.500s,3.400s,to,1,en-us,25.938685s
0.74276662,,0.8287378,4.100s,3.500s,state,1,en-us,25.938685s
0.74276662,,0.58345348,5.500s,4.900s,for,1,en-us,25.938685s
0.74276662,,0.66724509,6.100s,5.500s,this,1,en-us,25.938685s
0.74276662,,0.68017137,7s,6.600s,accepting,1,en-us,25.938685s
0.74276662,,0.67329288,7.200s,7s,this,1,en-us,25.938685s
0.74276662,,0.91283858,7.800s,7.200s,refugees,1,en-us,25.938685s
0.74276662,,0.76983267,8.300s,7.800s,arrived,1,en-us,25.938685s
0.74276662,,0.68790644,8.600s,8.300s,in,1,en-us,25.938685s
0.74276662,,0.62098026,9s,8.600s,this,1,en-us,25.938685s
0.74276662,,0.39923525,9.400s,9.200s,is,1,en-us,25.938685s
0.74276662,,0.72702229,9.800s,9.400s,Bachelor,1,en-us,25.938685s
0.74276662,,0.72892737,10s,9.800s,you,1,en-us,25.938685s
0.74276662,,0.85979027,10.400s,10s,many,1,en-us,25.938685s
0.74276662,,0.91283858,10.900s,10.400s,refugees,1,en-us,25.938685s
0.74276662,,0.76983267,11.100s,10.900s,has,1,en-us,25.938685s
0.74276662,,0.91283858,12.200s,11.800s,arrived,1,en-us,25.938685s
0.74276662,,0.71127188,12.600s,12.200s,in,1,en-us,25.938685s
0.74276662,,0.68056291,13s,12.700s,Jeju,1,en-us,25.938685s
0.74276662,,0.88277173,13.500s,13s,Island,1,en-us,25.938685s
0.74276662,,0.91283858,15.300s,15s,first,1,en-us,25.938685s
0.74276662,,0.72222316,15.400s,15.300s,of,1,en-us,25.938685s
0.74276662,,0.59734976,15.500s,15.400s,all,1,en-us,25.938685s
0.74276662,,0.73691344,15.600s,15.500s,I,1,en-us,25.938685s
0.74276662,,0.73724169,15.800s,15.600s,want,1,en-us,25.938685s
0.74276662,,0.57911682,15.800s,15.800s,to,1,en-us,25.938685s
0.74276662,,0.67879033,16.400s,15.800s,mention,1,en-us,25.938685s
0.74276662,,0.42966422,17s,16.400s,that,1,en-us,25.938685s
0.74276662,,0.51053888,17.600s,17s,the,1,en-us,25.938685s
0.74276662,,0.69727343,17.900s,17.600s,current,1,en-us,25.938685s
0.74276662,,0.48776606,18.700s,17.900s,movement,1,en-us,25.938685s
0.74276662,,0.69727343,19.100s,18.700s,in,1,en-us,25.938685s
0.74276662,,0.6618275,19.400s,19.100s,South,1,en-us,25.938685s
0.74276662,,0.76747411,20s,19.400s,Korea,1,en-us,25.938685s
0.74276662,,0.91283858,20.600s,20s,against,1,en-us,25.938685s
0.74276662,,0.91283858,21.400s,21s,against,1,en-us,25.938685s
0.74276662,,0.69727343,21.500s,21.400s,this,1,en-us,25.938685s
0.74276662,,0.91283858,21.700s,21.500s,year,1,en-us,25.938685s
0.74276662,,0.70602518,22s,21.700s,many,1,en-us,25.938685s
0.74276662,,0.86372989,22.600s,22s,refugees,1,en-us,25.938685s
0.74276662,,0.57817751,23s,22.600s,are,1,en-us,25.938685s
0.74276662,,0.91283858,23.500s,23.400s,pretty,1,en-us,25.938685s
0.74276662,,0.50008148,23.900s,23.500s,much,1,en-us,25.938685s
0.74276662,,0.69825494,24.300s,23.900s,standard,1,en-us,25.938685s
0.74276662,,0.91283858,24.800s,24.300s,phobic,1,en-us,25.938685s
0.74276662,,0.74057013,25.600s,24.800s,activity,1,en-us,25.938685s
0.80766225, because right now those refugees are arrived and those refugees arrived in Jeju Island and are under intense examination of whether they are really lawful refugees and their Korean law or not and of course since they well at least they're claiming that they are fleeing from those conflicts and persecution and we all know that Yemen has currently undergoing this Civil War and we,0.91283858,27.300s,26.700s,because,1,en-us,56.167076s
0.80766225,,0.91283858,29.200s,28.900s,right,1,en-us,56.167076s
0.80766225,,0.91283858,29.400s,29.200s,now,1,en-us,56.167076s
0.80766225,,0.91283858,29.700s,29.400s,those,1,en-us,56.167076s
0.80766225,,0.91283858,30.300s,29.700s,refugees,1,en-us,56.167076s
0.80766225,,0.91283858,30.800s,30.300s,are,1,en-us,56.167076s
0.80766225,,0.91283858,31.300s,30.800s,arrived,1,en-us,56.167076s
0.80766225,,0.91283858,31.700s,31.300s,and,1,en-us,56.167076s
0.80766225,,0.91283858,32.100s,31.900s,those,1,en-us,56.167076s
0.80766225,,0.91283858,32.600s,32.100s,refugees,1,en-us,56.167076s
0.80766225,,0.91283858,33.100s,32.600s,arrived,1,en-us,56.167076s
0.80766225,,0.91283858,33.200s,33.100s,in,1,en-us,56.167076s
0.80766225,,0.91283858,33.500s,33.200s,Jeju,1,en-us,56.167076s
0.80766225,,0.91283858,33.900s,33.500s,Island,1,en-us,56.167076s
0.80766225,,0.91283858,34.300s,33.900s,and,1,en-us,56.167076s
0.80766225,,0.91283858,34.700s,34.300s,are,1,en-us,56.167076s
0.80766225,,0.91283858,35.200s,34.700s,under,1,en-us,56.167076s
0.80766225,,0.59193724,35.600s,35.200s,intense,1,en-us,56.167076s
0.80766225,,0.91283858,36.400s,35.600s,examination,1,en-us,56.167076s
0.80766225,,0.68424654,36.500s,36.400s,of,1,en-us,56.167076s
0.80766225,,0.66133809,36.800s,36.500s,whether,1,en-us,56.167076s
0.80766225,,0.75447857,37s,36.800s,they,1,en-us,56.167076s
0.80766225,,0.59193724,37.100s,37s,are,1,en-us,56.167076s
0.80766225,,0.9077068,37.600s,37.100s,really,1,en-us,56.167076s
0.80766225,,0.91283858,38.100s,37.600s,lawful,1,en-us,56.167076s
0.80766225,,0.91283858,38.800s,38.100s,refugees,1,en-us,56.167076s
0.80766225,,0.91283858,38.900s,38.800s,and,1,en-us,56.167076s
0.80766225,,0.8074168,39.100s,38.900s,their,1,en-us,56.167076s
0.80766225,,0.80741698,39.500s,39.100s,Korean,1,en-us,56.167076s
0.80766225,,0.753187,39.700s,39.500s,law,1,en-us,56.167076s
0.80766225,,0.90382206,39.800s,39.700s,or,1,en-us,56.167076s
0.80766225,,0.68091685,40.400s,39.800s,not,1,en-us,56.167076s
0.80766225,,0.72271478,41.400s,40.900s,and,1,en-us,56.167076s
0.80766225,,0.87426722,42.700s,42.500s,of,1,en-us,56.167076s
0.80766225,,0.82510561,43s,42.700s,course,1,en-us,56.167076s
0.80766225,,0.69185406,43.400s,43s,since,1,en-us,56.167076s
0.80766225,,0.67553508,44.100s,43.400s,they,1,en-us,56.167076s
0.80766225,,0.70700872,45.100s,44.600s,well,1,en-us,56.167076s
0.80766225,,0.91283858,45.200s,45.100s,at,1,en-us,56.167076s
0.80766225,,0.72325635,45.500s,45.200s,least,1,en-us,56.167076s
0.80766225,,0.86687875,45.800s,45.500s,they're,1,en-us,56.167076s
0.80766225,,0.69340694,46.400s,45.800s,claiming,1,en-us,56.167076s
0.80766225,,0.66360909,46.600s,46.400s,that,1,en-us,56.167076s
0.80766225,,0.72138578,46.800s,46.600s,they,1,en-us,56.167076s
0.80766225,,0.61119252,47s,46.800s,are,1,en-us,56.167076s
0.80766225,,0.72151083,47.500s,47s,fleeing,1,en-us,56.167076s
0.80766225,,0.62686551,47.800s,47.500s,from,1,en-us,56.167076s
0.80766225,,0.91283858,48.100s,47.800s,those,1,en-us,56.167076s
0.80766225,,0.91114831,48.700s,48.100s,conflicts,1,en-us,56.167076s
0.80766225,,0.91283858,48.800s,48.700s,and,1,en-us,56.167076s
0.80766225,,0.91283858,49.500s,48.800s,persecution,1,en-us,56.167076s
0.80766225,,0.7533747,49.700s,49.500s,and,1,en-us,56.167076s
0.80766225,,0.7533747,49.800s,49.700s,we,1,en-us,56.167076s
0.80766225,,0.91283858,50s,49.800s,all,1,en-us,56.167076s
0.80766225,,0.91283858,50.200s,50s,know,1,en-us,56.167076s
0.80766225,,0.63453954,50.400s,50.200s,that,1,en-us,56.167076s
0.80766225,,0.73103642,50.700s,50.400s,Yemen,1,en-us,56.167076s
0.80766225,,0.72375858,51.100s,50.700s,has,1,en-us,56.167076s
0.80766225,,0.88690096,52.200s,51.800s,currently,1,en-us,56.167076s
0.80766225,,0.70335728,53s,52.200s,undergoing,1,en-us,56.167076s
0.80766225,,0.64730978,53.600s,53s,this,1,en-us,56.167076s
0.80766225,,0.91283858,54.100s,53.800s,Civil,1,en-us,56.167076s
0.80766225,,0.55170459,54.600s,54.100s,War,1,en-us,56.167076s
0.80766225,,0.72327238,55.500s,55.200s,and,1,en-us,56.167076s
0.80766225,,0.64979225,56s,55.500s,we,1,en-us,56.167076s
0.91283011, because right now those refugees are arrived and those refugees arrived in jjl and and are under independent examination whether they are really lawful refugees under Korean law will not and of course since they well at least they're claiming that they are fleeing from those conflicts and persecution and we all know that Yemen has currently undergoing this Civil War we all,0.91283858,27.300s,26.700s,because,2,en-us,56.447711s
0.91283011,,0.91283858,29.100s,28.900s,right,2,en-us,56.447711s
0.91283011,,0.91283858,29.400s,29.100s,now,2,en-us,56.447711s
0.91283011,,0.91283858,29.700s,29.400s,those,2,en-us,56.447711s
0.91283011,,0.91283858,30.300s,29.700s,refugees,2,en-us,56.447711s
0.91283011,,0.91283858,30.700s,30.300s,are,2,en-us,56.447711s
0.91283011,,0.91283858,31.300s,30.800s,arrived,2,en-us,56.447711s
0.91283011,,0.91283858,31.800s,31.300s,and,2,en-us,56.447711s
0.91283011,,0.91283858,32.100s,31.900s,those,2,en-us,56.447711s
0.91283011,,0.91283858,32.600s,32.100s,refugees,2,en-us,56.447711s
0.91283011,,0.91283858,33s,32.600s,arrived,2,en-us,56.447711s
0.91283011,,0.91283858,33.200s,33s,in,2,en-us,56.447711s
0.91283011,,0.91283858,33.700s,33.200s,jjl,2,en-us,56.447711s
0.91283011,,0.91283858,33.900s,33.700s,and,2,en-us,56.447711s
0.91283011,,0.91283858,34.300s,33.900s,and,2,en-us,56.447711s
0.91283011,,0.91283858,34.700s,34.300s,are,2,en-us,56.447711s
0.91283011,,0.91283858,35.200s,34.700s,under,2,en-us,56.447711s
0.91283011,,0.91283858,35.600s,35.200s,independent,2,en-us,56.447711s
0.91283011,,0.91283858,36.500s,35.700s,examination,2,en-us,56.447711s
0.91283011,,0.91283858,36.800s,36.500s,whether,2,en-us,56.447711s
0.91283011,,0.91283858,37s,36.800s,they,2,en-us,56.447711s
0.91283011,,0.91283858,37.200s,37s,are,2,en-us,56.447711s
0.91283011,,0.91283858,37.500s,37.200s,really,2,en-us,56.447711s
0.91283011,,0.91283858,38.100s,37.500s,lawful,2,en-us,56.447711s
0.91283011,,0.91283858,38.800s,38.100s,refugees,2,en-us,56.447711s
0.91283011,,0.91283858,39.100s,38.800s,under,2,en-us,56.447711s
0.91283011,,0.91283858,39.500s,39.100s,Korean,2,en-us,56.447711s
0.91283011,,0.91283858,39.700s,39.500s,law,2,en-us,56.447711s
0.91283011,,0.91283858,39.900s,39.700s,will,2,en-us,56.447711s
0.91283011,,0.91283858,40.400s,39.900s,not,2,en-us,56.447711s
0.91283011,,0.91283858,41.400s,40.800s,and,2,en-us,56.447711s
0.91283011,,0.91283858,42.700s,42.500s,of,2,en-us,56.447711s
0.91283011,,0.91283858,43s,42.700s,course,2,en-us,56.447711s
0.91283011,,0.91283858,43.400s,43s,since,2,en-us,56.447711s
0.91283011,,0.91283858,44.100s,43.400s,they,2,en-us,56.447711s
0.91283011,,0.91283858,45s,44.600s,well,2,en-us,56.447711s
0.91283011,,0.91283858,45.200s,45s,at,2,en-us,56.447711s
0.91283011,,0.91283858,45.500s,45.200s,least,2,en-us,56.447711s
0.91283011,,0.91283858,45.800s,45.500s,they're,2,en-us,56.447711s
0.91283011,,0.91283858,46.300s,45.800s,claiming,2,en-us,56.447711s
0.91283011,,0.91283858,46.600s,46.300s,that,2,en-us,56.447711s
0.91283011,,0.91283858,46.800s,46.600s,they,2,en-us,56.447711s
0.91283011,,0.91283858,47s,46.800s,are,2,en-us,56.447711s
0.91283011,,0.91283858,47.400s,47s,fleeing,2,en-us,56.447711s
0.91283011,,0.91283858,47.700s,47.400s,from,2,en-us,56.447711s
0.91283011,,0.91283858,48.100s,47.700s,those,2,en-us,56.447711s
0.91283011,,0.91283858,48.600s,48.100s,conflicts,2,en-us,56.447711s
0.91283011,,0.91283858,48.800s,48.600s,and,2,en-us,56.447711s
0.91283011,,0.91283858,49.500s,48.800s,persecution,2,en-us,56.447711s
0.91283011,,0.91283858,49.700s,49.500s,and,2,en-us,56.447711s
0.91283011,,0.91283858,49.800s,49.700s,we,2,en-us,56.447711s
0.91283011,,0.91283858,50s,49.800s,all,2,en-us,56.447711s
0.91283011,,0.91283858,50.200s,50s,know,2,en-us,56.447711s
0.91283011,,0.91283858,50.400s,50.200s,that,2,en-us,56.447711s
0.91283011,,0.91283858,50.700s,50.400s,Yemen,2,en-us,56.447711s
0.91283011,,0.91283858,51.100s,50.700s,has,2,en-us,56.447711s
0.91283011,,0.91283858,52.200s,51.800s,currently,2,en-us,56.447711s
0.91283011,,0.91283858,53s,52.200s,undergoing,2,en-us,56.447711s
0.91283011,,0.91283858,53.600s,53s,this,2,en-us,56.447711s
0.91283011,,0.91283858,54.100s,53.800s,Civil,2,en-us,56.447711s
0.91283011,,0.9123264,54.600s,54.100s,War,2,en-us,56.447711s
0.91283011,,0.91283858,56s,55.500s,we,2,en-us,56.447711s
0.91283011,,0.91283858,56.300s,56s,all,2,en-us,56.447711s
0.84294593, I know that if I call it says they do have some threats in their own country and yeah we have to of course we have to examine the fact that whether they are really facing thus those threats by themselves in their Nation by person by person but it's all they guaranteed or is their right to be examined fairly under those under those posts,0.91283858,56.100s,56.100s,I,1,en-us,86.144899s
0.84294593,,0.91283858,56.500s,56.200s,know,1,en-us,86.144899s
0.84294593,,0.91283858,56.700s,56.500s,that,1,en-us,86.144899s
0.84294593,,0.91283858,56.800s,56.700s,if,1,en-us,86.144899s
0.84294593,,0.91283858,56.900s,56.800s,I,1,en-us,86.144899s
0.84294593,,0.72515881,57.100s,56.900s,call,1,en-us,86.144899s
0.84294593,,0.72515881,57.200s,57.100s,it,1,en-us,86.144899s
0.84294593,,0.91283858,57.600s,57.200s,says,1,en-us,86.144899s
0.84294593,,0.74724448,58.200s,57.600s,they,1,en-us,86.144899s
0.84294593,,0.90542769,58.500s,58.200s,do,1,en-us,86.144899s
0.84294593,,0.74724448,58.800s,58.500s,have,1,en-us,86.144899s
0.84294593,,0.91177517,59.400s,58.800s,some,1,en-us,86.144899s
0.84294593,,0.91283858,61.300s,60.800s,threats,1,en-us,86.144899s
0.84294593,,0.91283858,61.500s,61.300s,in,1,en-us,86.144899s
0.84294593,,0.91283858,61.800s,61.500s,their,1,en-us,86.144899s
0.84294593,,0.91283858,62s,61.800s,own,1,en-us,86.144899s
0.84294593,,0.90542769,62.600s,62s,country,1,en-us,86.144899s
0.84294593,,0.75598311,63.600s,63s,and,1,en-us,86.144899s
0.84294593,,0.89558977,64s,63.700s,yeah,1,en-us,86.144899s
0.84294593,,0.91283858,64.200s,64s,we,1,en-us,86.144899s
0.84294593,,0.78481054,64.300s,64.200s,have,1,en-us,86.144899s
0.84294593,,0.78315216,64.800s,64.300s,to,1,en-us,86.144899s
0.84294593,,0.91283858,65.100s,65s,of,1,en-us,86.144899s
0.84294593,,0.91283858,65.400s,65.100s,course,1,en-us,86.144899s
0.84294593,,0.89056802,65.500s,65.400s,we,1,en-us,86.144899s
0.84294593,,0.91283858,65.700s,65.500s,have,1,en-us,86.144899s
0.84294593,,0.91283858,65.800s,65.700s,to,1,en-us,86.144899s
0.84294593,,0.75946563,66.400s,65.800s,examine,1,en-us,86.144899s
0.84294593,,0.91283858,66.500s,66.400s,the,1,en-us,86.144899s
0.84294593,,0.91283858,66.900s,66.500s,fact,1,en-us,86.144899s
0.84294593,,0.75503188,67.100s,66.900s,that,1,en-us,86.144899s
0.84294593,,0.86125445,67.400s,67.100s,whether,1,en-us,86.144899s
0.84294593,,0.91283858,67.700s,67.400s,they,1,en-us,86.144899s
0.84294593,,0.75503182,67.800s,67.700s,are,1,en-us,86.144899s
0.84294593,,0.72931558,68.400s,67.800s,really,1,en-us,86.144899s
0.84294593,,0.78315216,69.400s,68.600s,facing,1,en-us,86.144899s
0.84294593,,0.91283858,70s,69.400s,thus,1,en-us,86.144899s
0.84294593,,0.91283858,70.400s,70.100s,those,1,en-us,86.144899s
0.84294593,,0.91283858,70.900s,70.400s,threats,1,en-us,86.144899s
0.84294593,,0.76486653,71.400s,70.900s,by,1,en-us,86.144899s
0.84294593,,0.91283858,72.700s,72.100s,themselves,1,en-us,86.144899s
0.84294593,,0.91283858,72.800s,72.700s,in,1,en-us,86.144899s
0.84294593,,0.87873417,73s,72.800s,their,1,en-us,86.144899s
0.84294593,,0.91283858,73.600s,73s,Nation,1,en-us,86.144899s
0.84294593,,0.91283858,74s,73.800s,by,1,en-us,86.144899s
0.84294593,,0.91283858,74.300s,74s,person,1,en-us,86.144899s
0.84294593,,0.91283858,74.500s,74.300s,by,1,en-us,86.144899s
0.84294593,,0.72913563,75.200s,74.500s,person,1,en-us,86.144899s
0.84294593,,0.84170908,76.100s,75.500s,but,1,en-us,86.144899s
0.84294593,,0.91283858,77.900s,77.700s,it's,1,en-us,86.144899s
0.84294593,,0.91283858,78.300s,77.900s,all,1,en-us,86.144899s
0.84294593,,0.56015968,78.500s,78.300s,they,1,en-us,86.144899s
0.84294593,,0.88983124,79.300s,78.500s,guaranteed,1,en-us,86.144899s
0.84294593,,0.6919474,80s,79.300s,or,1,en-us,86.144899s
0.84294593,,0.70746541,80.400s,80.100s,is,1,en-us,86.144899s
0.84294593,,0.82131594,80.700s,80.400s,their,1,en-us,86.144899s
0.84294593,,0.717098,81s,80.700s,right,1,en-us,86.144899s
0.84294593,,0.73076677,81.100s,81s,to,1,en-us,86.144899s
0.84294593,,0.91283858,81.200s,81.100s,be,1,en-us,86.144899s
0.84294593,,0.82131636,81.900s,81.200s,examined,1,en-us,86.144899s
0.84294593,,0.72657251,82.700s,81.900s,fairly,1,en-us,86.144899s
0.84294593,,0.75857204,83.400s,82.900s,under,1,en-us,86.144899s
0.84294593,,0.67137206,83.800s,83.400s,those,1,en-us,86.144899s
0.84294593,,0.91283858,85.400s,85.100s,under,1,en-us,86.144899s
0.84294593,,0.69194734,85.600s,85.400s,those,1,en-us,86.144899s
0.84294593,,0.91283858,85.900s,85.600s,posts,1,en-us,86.144899s
0.89350975, that by Common Sense they do have some threats in their own country and yeah we have to of course we have to examine the fact that whether they are really facing thus those threats by themselves and their Nation by person by person but it's all they guaranteed or is their right to be examined very under those under those processes,0.91283858,56.700s,56.500s,that,2,en-us,86.425534s
0.89350975,,0.91283858,56.800s,56.700s,by,2,en-us,86.425534s
0.89350975,,0.91283858,57.200s,56.800s,Common,2,en-us,86.425534s
0.89350975,,0.91283858,57.600s,57.200s,Sense,2,en-us,86.425534s
0.89350975,,0.91283858,58.200s,57.600s,they,2,en-us,86.425534s
0.89350975,,0.91283858,58.500s,58.200s,do,2,en-us,86.425534s
0.89350975,,0.91283858,58.900s,58.500s,have,2,en-us,86.425534s
0.89350975,,0.91283858,59.400s,58.900s,some,2,en-us,86.425534s
0.89350975,,0.91283858,61.300s,60.800s,threats,2,en-us,86.425534s
0.89350975,,0.91283858,61.500s,61.300s,in,2,en-us,86.425534s
0.89350975,,0.91283858,61.800s,61.500s,their,2,en-us,86.425534s
0.89350975,,0.91283858,62s,61.800s,own,2,en-us,86.425534s
0.89350975,,0.91283858,62.500s,62s,country,2,en-us,86.425534s
0.89350975,,0.91283858,63.600s,63s,and,2,en-us,86.425534s
0.89350975,,0.91283858,64s,63.700s,yeah,2,en-us,86.425534s
0.89350975,,0.91283858,64.100s,64s,we,2,en-us,86.425534s
0.89350975,,0.91283858,64.300s,64.100s,have,2,en-us,86.425534s
0.89350975,,0.91283858,64.800s,64.300s,to,2,en-us,86.425534s
0.89350975,,0.91283858,65.200s,65s,of,2,en-us,86.425534s
0.89350975,,0.91283858,65.400s,65.200s,course,2,en-us,86.425534s
0.89350975,,0.91283858,65.500s,65.400s,we,2,en-us,86.425534s
0.89350975,,0.91283858,65.700s,65.500s,have,2,en-us,86.425534s
0.89350975,,0.91283858,65.800s,65.700s,to,2,en-us,86.425534s
0.89350975,,0.91283858,66.400s,65.800s,examine,2,en-us,86.425534s
0.89350975,,0.91283858,66.500s,66.400s,the,2,en-us,86.425534s
0.89350975,,0.91283858,66.900s,66.500s,fact,2,en-us,86.425534s
0.89350975,,0.91283858,67.100s,66.900s,that,2,en-us,86.425534s
0.89350975,,0.91283858,67.400s,67.100s,whether,2,en-us,86.425534s
0.89350975,,0.91283858,67.600s,67.400s,they,2,en-us,86.425534s
0.89350975,,0.91283858,67.800s,67.600s,are,2,en-us,86.425534s
0.89350975,,0.91283858,68.400s,67.800s,really,2,en-us,86.425534s
0.89350975,,0.91283858,69.400s,68.600s,facing,2,en-us,86.425534s
0.89350975,,0.91283858,70s,69.400s,thus,2,en-us,86.425534s
0.89350975,,0.91283858,70.400s,70.100s,those,2,en-us,86.425534s
0.89350975,,0.91283858,70.900s,70.400s,threats,2,en-us,86.425534s
0.89350975,,0.91283858,71.400s,70.900s,by,2,en-us,86.425534s
0.89350975,,0.91283858,72.700s,72.100s,themselves,2,en-us,86.425534s
0.89350975,,0.82199568,72.800s,72.700s,and,2,en-us,86.425534s
0.89350975,,0.91283858,73s,72.800s,their,2,en-us,86.425534s
0.89350975,,0.91283858,73.600s,73s,Nation,2,en-us,86.425534s
0.89350975,,0.91283858,74s,73.800s,by,2,en-us,86.425534s
0.89350975,,0.91283858,74.300s,74s,person,2,en-us,86.425534s
0.89350975,,0.91283858,74.500s,74.300s,by,2,en-us,86.425534s
0.89350975,,0.84583604,75.200s,74.500s,person,2,en-us,86.425534s
0.89350975,,0.91283858,76s,75.400s,but,2,en-us,86.425534s
0.89350975,,0.91283858,77.900s,77.600s,it's,2,en-us,86.425534s
0.89350975,,0.91283858,78.200s,77.900s,all,2,en-us,86.425534s
0.89350975,,0.91283858,78.500s,78.200s,they,2,en-us,86.425534s
0.89350975,,0.91283858,79.300s,78.500s,guaranteed,2,en-us,86.425534s
0.89350975,,0.9048481,79.900s,79.300s,or,2,en-us,86.425534s
0.89350975,,0.90738714,80.400s,80.100s,is,2,en-us,86.425534s
0.89350975,,0.91283858,80.700s,80.400s,their,2,en-us,86.425534s
0.89350975,,0.91283858,81s,80.700s,right,2,en-us,86.425534s
0.89350975,,0.91283858,81.100s,81s,to,2,en-us,86.425534s
0.89350975,,0.91283858,81.200s,81.100s,be,2,en-us,86.425534s
0.89350975,,0.91283858,82s,81.200s,examined,2,en-us,86.425534s
0.89350975,,0.8381936,82.700s,82s,very,2,en-us,86.425534s
0.89350975,,0.91283858,83.400s,82.900s,under,2,en-us,86.425534s
0.89350975,,0.88565165,83.800s,83.400s,those,2,en-us,86.425534s
0.89350975,,0.45149583,85.400s,85.100s,under,2,en-us,86.425534s
0.89350975,,0.44893253,85.600s,85.400s,those,2,en-us,86.425534s
0.89350975,,0.91283858,86.200s,85.600s,processes,2,en-us,86.425534s
0.50773185, asses and loss,0.35049024,86.600s,86.100s,asses,1,en-us,88.830977s
0.50773185,,0.57503217,86.800s,86.600s,and,1,en-us,88.830977s
