results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime
0.82831967,,0.91283858,97.1,97.0,the,12,en-us,105.388438
0.82831967,,0.70022559,97.4,97.1,many,12,en-us,105.388438
0.82831967,,0.69775337,98.0,97.4,wars,12,en-us,105.388438
0.82831967,,0.91283858,98.8,98.7,I've,12,en-us,105.388438
0.82831967,,0.76112568,99.0,98.8,been,12,en-us,105.388438
0.82831967,,0.82769686,99.3,99.0,going,12,en-us,105.388438
0.82831967,,0.60053086,99.6,99.3,on,12,en-us,105.388438
0.82831967,,0.77199012,99.8,99.6,these,12,en-us,105.388438
0.82831967,,0.53167504,100.6,99.8,people,12,en-us,105.388438
0.82831967,,0.40473682,100.9,100.7,ran,12,en-us,105.388438
0.82831967,,0.5664441,101.1,100.9,away,12,en-us,105.388438
0.82831967,,0.74336946,101.3,101.1,from,12,en-us,105.388438
0.82831967,,0.91283858,101.4,101.3,it,12,en-us,105.388438
0.82831967,,0.71838599,101.6,101.4,they,12,en-us,105.388438
0.82831967,,0.72487414,101.7,101.6,don't,12,en-us,105.388438
0.82831967,,0.61758137,101.9,101.7,want,12,en-us,105.388438
0.82831967,,0.91283858,102.0,101.9,to,12,en-us,105.388438
0.82831967,,0.36414781,102.6,102.0,participate,12,en-us,105.388438
0.82831967,,0.70234287,102.8,102.6,in,12,en-us,105.388438
0.82831967,,0.91283858,102.9,102.8,the,12,en-us,105.388438
0.82831967,,0.91283858,103.2,102.9,war,12,en-us,105.388438
0.82831967,,0.44126046,103.6,103.2,and,12,en-us,105.388438
0.82831967,,0.91283858,103.9,103.7,they,12,en-us,105.388438
0.82831967,,0.55749863,104.0,103.9,were,12,en-us,105.388438
0.82831967,,0.51312631,104.6,104.0,basically,12,en-us,105.388438
0.73815125, I'm so yeah I heard your point before I get those I'll start with my point of view first off these people giving these who came to this country came here basically to seek shelter from the war right the in many wars I've been going on these people right away from it they don't want to participate in the war and they were basically,0.91283858,80.6,80.4,I'm,12,en-us,105.47864
0.73815125,,0.91283858,81.5,80.6,so,12,en-us,105.47864
0.73815125,,0.91283858,82.0,81.7,yeah,12,en-us,105.47864
0.73815125,,0.91283858,82.1,82.0,I,12,en-us,105.47864
0.73815125,,0.91283858,82.3,82.1,heard,12,en-us,105.47864
0.73815125,,0.91283858,82.4,82.3,your,12,en-us,105.47864
0.73815125,,0.91283858,82.8,82.4,point,12,en-us,105.47864
0.73815125,,0.49036089,83.9,82.9,before,12,en-us,105.47864
0.73815125,,0.50558251,84.0,83.9,I,12,en-us,105.47864
0.73815125,,0.51969856,84.1,84.0,get,12,en-us,105.47864
0.73815125,,0.77595019,84.9,84.4,those,12,en-us,105.47864
0.73815125,,0.73642862,85.2,84.9,I'll,12,en-us,105.47864
0.73815125,,0.91283858,85.5,85.2,start,12,en-us,105.47864
0.73815125,,0.65759182,86.0,85.5,with,12,en-us,105.47864
0.73815125,,0.91283858,86.9,86.7,my,12,en-us,105.47864
0.73815125,,0.91283858,87.1,86.9,point,12,en-us,105.47864
0.73815125,,0.49036089,87.1,87.1,of,12,en-us,105.47864
0.73815125,,0.55673885,87.5,87.1,view,12,en-us,105.47864
0.73815125,,0.91283858,88.6,88.2,first,12,en-us,105.47864
0.73815125,,0.73642862,88.8,88.6,off,12,en-us,105.47864
0.73815125,,0.76252902,90.2,90.0,these,12,en-us,105.47864
0.73815125,,0.5919503,90.8,90.2,people,12,en-us,105.47864
0.73815125,,0.86834949,91.1,90.8,giving,12,en-us,105.47864
0.73815125,,0.64548922,91.3,91.1,these,12,en-us,105.47864
0.73815125,,0.91283858,91.5,91.3,who,12,en-us,105.47864
0.73815125,,0.79642022,91.7,91.5,came,12,en-us,105.47864
0.73815125,,0.72788799,91.8,91.7,to,12,en-us,105.47864
0.73815125,,0.70543188,92.0,91.8,this,12,en-us,105.47864
0.73815125,,0.54554433,92.6,92.0,country,12,en-us,105.47864
0.73815125,,0.80680257,93.8,93.5,came,12,en-us,105.47864
0.73815125,,0.91283858,93.9,93.8,here,12,en-us,105.47864
0.73815125,,0.51986974,94.4,93.9,basically,12,en-us,105.47864
0.73815125,,0.65859485,94.8,94.4,to,12,en-us,105.47864
0.73815125,,0.91283858,95.1,94.8,seek,12,en-us,105.47864
0.73815125,,0.42832908,95.6,95.1,shelter,12,en-us,105.47864
0.73815125,,0.49957553,95.9,95.6,from,12,en-us,105.47864
0.73815125,,0.55435234,96.0,95.9,the,12,en-us,105.47864
0.73815125,,0.91283858,96.4,96.0,war,12,en-us,105.47864
0.73815125,,0.54140908,96.9,96.4,right,12,en-us,105.47864
0.73815125,,0.91283858,97.1,96.9,the,12,en-us,105.47864
0.73815125,,0.91283858,97.1,97.1,in,12,en-us,105.47864
0.73815125,,0.69215471,97.3,97.1,many,12,en-us,105.47864
0.73815125,,0.63980347,98.0,97.3,wars,12,en-us,105.47864
0.73815125,,0.91283858,98.8,98.6,I've,12,en-us,105.47864
0.73815125,,0.91283858,98.9,98.8,been,12,en-us,105.47864
0.73815125,,0.72455645,99.2,98.9,going,12,en-us,105.47864
0.73815125,,0.49957553,99.5,99.2,on,12,en-us,105.47864
0.73815125,,0.73101962,99.7,99.5,these,12,en-us,105.47864
0.73815125,,0.38141882,100.5,99.7,people,12,en-us,105.47864
0.73815125,,0.91283858,100.8,100.6,right,12,en-us,105.47864
0.73815125,,0.69215477,101.1,100.8,away,12,en-us,105.47864
0.73815125,,0.71519881,101.3,101.1,from,12,en-us,105.47864
0.73815125,,0.91283858,101.4,101.3,it,12,en-us,105.47864
0.73815125,,0.69215477,101.5,101.4,they,12,en-us,105.47864
0.73815125,,0.69215477,101.7,101.5,don't,12,en-us,105.47864
0.73815125,,0.51972061,101.9,101.7,want,12,en-us,105.47864
0.73815125,,0.91283858,101.9,101.9,to,12,en-us,105.47864
0.73815125,,0.42478389,102.6,101.9,participate,12,en-us,105.47864
0.73815125,,0.91283858,102.7,102.6,in,12,en-us,105.47864
0.73815125,,0.91283858,102.8,102.7,the,12,en-us,105.47864
0.73815125,,0.91283858,103.1,102.8,war,12,en-us,105.47864
0.73815125,,0.53212839,103.6,103.1,and,12,en-us,105.47864
0.73815125,,0.91283858,103.8,103.7,they,12,en-us,105.47864
0.73815125,,0.60522747,104.0,103.8,were,12,en-us,105.47864
0.73815125,,0.58231515,104.6,104.0,basically,12,en-us,105.47864
0.90929466, you know stripping from their rights to be safe and be educated and those kind of stuff and that's why they came to this country and not allowing them to stay in this country even though we actually made it into law that we could take them in b.o.b.,0.91283858,106.0,105.9,you,12,en-us,126.385944
0.90929466,,0.91283858,106.4,106.0,know,12,en-us,126.385944
0.90929466,,0.91283858,107.0,106.6,stripping,12,en-us,126.385944
0.90929466,,0.91283858,107.1,107.0,from,12,en-us,126.385944
0.90929466,,0.91283858,107.5,107.1,their,12,en-us,126.385944
0.90929466,,0.91283858,108.6,108.3,rights,12,en-us,126.385944
0.90929466,,0.91283858,108.7,108.6,to,12,en-us,126.385944
0.90929466,,0.91283858,109.1,108.7,be,12,en-us,126.385944
0.90929466,,0.91283858,110.1,109.4,safe,12,en-us,126.385944
0.90929466,,0.91283858,110.4,110.1,and,12,en-us,126.385944
0.90929466,,0.91283858,110.4,110.4,be,12,en-us,126.385944
0.90929466,,0.91283858,111.0,110.5,educated,12,en-us,126.385944
0.90929466,,0.91283858,111.1,111.0,and,12,en-us,126.385944
0.90929466,,0.91283858,111.3,111.1,those,12,en-us,126.385944
0.90929466,,0.91283858,111.5,111.3,kind,12,en-us,126.385944
0.90929466,,0.91283858,111.6,111.5,of,12,en-us,126.385944
0.90929466,,0.91283858,111.8,111.6,stuff,12,en-us,126.385944
0.90929466,,0.91283858,112.0,111.8,and,12,en-us,126.385944
0.90929466,,0.91283858,112.2,112.0,that's,12,en-us,126.385944
0.90929466,,0.91283858,112.4,112.2,why,12,en-us,126.385944
0.90929466,,0.91283858,112.6,112.4,they,12,en-us,126.385944
0.90929466,,0.91283858,112.9,112.6,came,12,en-us,126.385944
0.90929466,,0.91283858,113.0,112.9,to,12,en-us,126.385944
0.90929466,,0.91283858,113.1,113.0,this,12,en-us,126.385944
0.90929466,,0.91283858,113.7,113.1,country,12,en-us,126.385944
0.90929466,,0.91283858,114.2,113.9,and,12,en-us,126.385944
0.90929466,,0.91283858,114.4,114.2,not,12,en-us,126.385944
0.90929466,,0.91283858,114.8,114.4,allowing,12,en-us,126.385944
0.90929466,,0.91283858,115.3,114.8,them,12,en-us,126.385944
0.90929466,,0.91283858,116.0,115.3,to,12,en-us,126.385944
0.90929466,,0.91283858,116.6,116.3,stay,12,en-us,126.385944
0.90929466,,0.91283858,116.7,116.6,in,12,en-us,126.385944
0.90929466,,0.91283858,116.8,116.7,this,12,en-us,126.385944
0.90929466,,0.91283858,117.3,116.8,country,12,en-us,126.385944
0.90929466,,0.91283858,117.5,117.3,even,12,en-us,126.385944
0.90929466,,0.91283858,117.7,117.5,though,12,en-us,126.385944
0.90929466,,0.91283858,118.2,117.7,we,12,en-us,126.385944
0.90929466,,0.91283858,119.1,118.4,actually,12,en-us,126.385944
0.90929466,,0.91283858,119.5,119.2,made,12,en-us,126.385944
0.90929466,,0.91283858,119.6,119.5,it,12,en-us,126.385944
0.90929466,,0.91283858,119.8,119.6,into,12,en-us,126.385944
0.90929466,,0.91283858,120.0,119.8,law,12,en-us,126.385944
0.90929466,,0.91283858,120.2,120.0,that,12,en-us,126.385944
0.90929466,,0.91283858,120.3,120.2,we,12,en-us,126.385944
0.90929466,,0.91283858,120.9,120.3,could,12,en-us,126.385944
0.90929466,,0.91283858,121.3,121.1,take,12,en-us,126.385944
0.90929466,,0.91283858,121.5,121.3,them,12,en-us,126.385944
0.90929466,,0.91283858,121.9,121.5,in,12,en-us,126.385944
0.90929466,,0.73919886,123.6,123.1,b.o.b.,12,en-us,126.385944
0.89179254, you know stricken from their rights to be safe and be educated and those kind of stuff and that's why they came to this country and not allowing them to stay in this country even though we actually made into law that we could take them in would be will be,0.91283858,106.1,106.0,you,12,en-us,126.405988
0.89179254,,0.91283858,106.4,106.1,know,12,en-us,126.405988
0.89179254,,0.91283858,107.0,106.6,stricken,12,en-us,126.405988
0.89179254,,0.91283858,107.2,107.0,from,12,en-us,126.405988
0.89179254,,0.91283858,107.6,107.2,their,12,en-us,126.405988
0.89179254,,0.91283858,108.7,108.4,rights,12,en-us,126.405988
0.89179254,,0.91283858,108.8,108.7,to,12,en-us,126.405988
0.89179254,,0.91283858,109.2,108.8,be,12,en-us,126.405988
0.89179254,,0.91283858,110.1,109.5,safe,12,en-us,126.405988
0.89179254,,0.91283858,110.4,110.2,and,12,en-us,126.405988
0.89179254,,0.91283858,110.6,110.4,be,12,en-us,126.405988
0.89179254,,0.91283858,111.1,110.6,educated,12,en-us,126.405988
0.89179254,,0.91283858,111.2,111.1,and,12,en-us,126.405988
0.89179254,,0.91283858,111.4,111.2,those,12,en-us,126.405988
0.89179254,,0.91283858,111.6,111.4,kind,12,en-us,126.405988
0.89179254,,0.91283858,111.6,111.6,of,12,en-us,126.405988
0.89179254,,0.91283858,111.9,111.6,stuff,12,en-us,126.405988
0.89179254,,0.91283858,112.1,111.9,and,12,en-us,126.405988
0.89179254,,0.91283858,112.3,112.1,that's,12,en-us,126.405988
0.89179254,,0.91283858,112.5,112.3,why,12,en-us,126.405988
0.89179254,,0.91283858,112.7,112.5,they,12,en-us,126.405988
0.89179254,,0.91283858,112.9,112.7,came,12,en-us,126.405988
0.89179254,,0.91283858,113.0,112.9,to,12,en-us,126.405988
0.89179254,,0.91283858,113.2,113.0,this,12,en-us,126.405988
0.89179254,,0.91283858,113.8,113.2,country,12,en-us,126.405988
0.89179254,,0.91283858,114.2,114.0,and,12,en-us,126.405988
0.89179254,,0.91283858,114.4,114.2,not,12,en-us,126.405988
0.89179254,,0.91283858,114.9,114.4,allowing,12,en-us,126.405988
0.89179254,,0.91283858,115.4,114.9,them,12,en-us,126.405988
0.89179254,,0.91283858,116.1,115.4,to,12,en-us,126.405988
0.89179254,,0.91283858,116.6,116.4,stay,12,en-us,126.405988
0.89179254,,0.91283858,116.8,116.6,in,12,en-us,126.405988
0.89179254,,0.91283858,116.9,116.8,this,12,en-us,126.405988
0.89179254,,0.91283858,117.4,116.9,country,12,en-us,126.405988
0.89179254,,0.91283858,117.6,117.4,even,12,en-us,126.405988
0.89179254,,0.91283858,117.8,117.6,though,12,en-us,126.405988
0.89179254,,0.91283858,118.2,117.8,we,12,en-us,126.405988
0.89179254,,0.91283858,119.2,118.5,actually,12,en-us,126.405988
0.89179254,,0.91283858,119.6,119.3,made,12,en-us,126.405988
0.89179254,,0.72434753,119.9,119.6,into,12,en-us,126.405988
0.89179254,,0.91283858,120.1,119.9,law,12,en-us,126.405988
0.89179254,,0.74858934,120.3,120.1,that,12,en-us,126.405988
0.89179254,,0.91283858,120.4,120.3,we,12,en-us,126.405988
0.89179254,,0.76708192,121.1,120.4,could,12,en-us,126.405988
0.89179254,,0.88111079,121.4,121.1,take,12,en-us,126.405988
0.89179254,,0.85121143,121.6,121.4,them,12,en-us,126.405988
0.89179254,,0.81044757,122.0,121.6,in,12,en-us,126.405988
0.89179254,,0.91283858,123.2,123.1,would,12,en-us,126.405988
0.89179254,,0.72629207,123.7,123.2,be,12,en-us,126.405988
0.89179254,,0.91283858,124.8,124.7,will,12,en-us,126.405988
0.89179254,,0.72029132,125.2,124.8,be,12,en-us,126.405988
0.75401479, what's it called,0.70155913,128.7,128.5,what's,12,en-us,129.923947
0.75401479,,0.8156442,128.8,128.7,it,12,en-us,129.923947
0.75401479,,0.74484122,129.0,128.8,called,12,en-us,129.923947
0.84729022, it be what it called,0.91283858,127.9,127.8,it,12,en-us,130.064266
0.84729022,,0.91283858,128.3,127.9,be,12,en-us,130.064266
0.84729022,,0.7641241,128.7,128.6,what,12,en-us,130.064266
0.84729022,,0.83501476,128.8,128.7,it,12,en-us,130.064266
0.84729022,,0.8116349,129.1,128.8,called,12,en-us,130.064266
0.83295906, you know if he's trying to you know say that you're a nice person but only that be a facade right you're actually a bad person but not lying not for not allowing them to be in here and that was one of the basic human rights issues and the second point would be,0.91283858,130.7,130.7,you,12,en-us,149.818959
0.83295906,,0.91283858,130.9,130.7,know,12,en-us,149.818959
0.83295906,,0.91283858,131.0,130.9,if,12,en-us,149.818959
0.83295906,,0.71227247,131.2,131.0,he's,12,en-us,149.818959
0.83295906,,0.72862428,132.3,131.7,trying,12,en-us,149.818959
0.83295906,,0.73354077,132.6,132.3,to,12,en-us,149.818959
0.83295906,,0.91283858,132.6,132.6,you,12,en-us,149.818959
0.83295906,,0.71814513,133.0,132.6,know,12,en-us,149.818959
0.83295906,,0.91283858,133.6,133.3,say,12,en-us,149.818959
0.83295906,,0.89533997,134.1,133.6,that,12,en-us,149.818959
0.83295906,,0.85280389,134.8,134.4,you're,12,en-us,149.818959
0.83295906,,0.91283858,134.9,134.8,a,12,en-us,149.818959
0.83295906,,0.83379084,135.2,134.9,nice,12,en-us,149.818959
0.83295906,,0.72147846,135.8,135.2,person,12,en-us,149.818959
0.83295906,,0.76453245,136.1,135.8,but,12,en-us,149.818959
0.83295906,,0.72115421,136.7,136.1,only,12,en-us,149.818959
0.83295906,,0.91283858,137.2,137.0,that,12,en-us,149.818959
0.83295906,,0.91283858,137.3,137.2,be,12,en-us,149.818959
0.83295906,,0.75526869,137.4,137.3,a,12,en-us,149.818959
0.83295906,,0.83728331,137.9,137.4,facade,12,en-us,149.818959
0.83295906,,0.84216976,138.3,137.9,right,12,en-us,149.818959
0.83295906,,0.91283858,138.6,138.4,you're,12,en-us,149.818959
0.83295906,,0.84450179,138.9,138.6,actually,12,en-us,149.818959
0.83295906,,0.91283858,139.0,138.9,a,12,en-us,149.818959
0.83295906,,0.91283858,139.2,139.0,bad,12,en-us,149.818959
0.83295906,,0.91283858,139.6,139.2,person,12,en-us,149.818959
0.83295906,,0.84216976,139.8,139.6,but,12,en-us,149.818959
0.83295906,,0.75526881,140.1,139.8,not,12,en-us,149.818959
0.83295906,,0.89078939,140.6,140.1,lying,12,en-us,149.818959
0.83295906,,0.81045783,141.1,140.9,not,12,en-us,149.818959
0.83295906,,0.91283858,141.6,141.4,for,12,en-us,149.818959
0.83295906,,0.90818936,141.8,141.6,not,12,en-us,149.818959
0.83295906,,0.72862428,142.0,141.8,allowing,12,en-us,149.818959
0.83295906,,0.91283858,142.3,142.0,them,12,en-us,149.818959
0.83295906,,0.74300128,142.6,142.3,to,12,en-us,149.818959
0.83295906,,0.74300128,142.8,142.6,be,12,en-us,149.818959
0.83295906,,0.91283858,142.9,142.8,in,12,en-us,149.818959
0.83295906,,0.73798317,143.2,142.9,here,12,en-us,149.818959
0.83295906,,0.76648223,144.1,143.5,and,12,en-us,149.818959
0.83295906,,0.81286091,145.3,145.0,that,12,en-us,149.818959
0.83295906,,0.91283858,145.4,145.3,was,12,en-us,149.818959
0.83295906,,0.8679933,145.6,145.4,one,12,en-us,149.818959
0.83295906,,0.75526869,145.6,145.6,of,12,en-us,149.818959
0.83295906,,0.78392255,145.9,145.6,the,12,en-us,149.818959
0.83295906,,0.91283858,146.7,146.3,basic,12,en-us,149.818959
0.83295906,,0.73798317,147.0,146.7,human,12,en-us,149.818959
0.83295906,,0.72862428,147.2,147.0,rights,12,en-us,149.818959
0.83295906,,0.91283858,147.8,147.2,issues,12,en-us,149.818959
0.83295906,,0.72862428,148.0,147.8,and,12,en-us,149.818959
0.83295906,,0.91283858,148.1,148.0,the,12,en-us,149.818959
0.83295906,,0.91283858,148.4,148.1,second,12,en-us,149.818959
0.83295906,,0.78392255,148.6,148.4,point,12,en-us,149.818959
0.83295906,,0.91283858,148.8,148.6,would,12,en-us,149.818959
0.83295906,,0.72411197,149.0,148.8,be,12,en-us,149.818959
0.84570718, you know if he trying to you know say that you're a nice person but only that be a facade right you're actually a bad person but not lying not for not allowing them to be in here and that was one of the basic human rights issues and the second point would be,0.91283858,130.8,130.7,you,12,en-us,149.828983
0.84570718,,0.91283858,130.9,130.8,know,12,en-us,149.828983
0.84570718,,0.91283858,131.0,130.9,if,12,en-us,149.828983
0.84570718,,0.76600993,131.3,131.0,he,12,en-us,149.828983
0.84570718,,0.8672207,132.4,131.8,trying,12,en-us,149.828983
0.84570718,,0.86586225,132.6,132.4,to,12,en-us,149.828983
0.84570718,,0.91283858,132.7,132.6,you,12,en-us,149.828983
0.84570718,,0.79731375,133.0,132.7,know,12,en-us,149.828983
0.84570718,,0.91283858,133.6,133.4,say,12,en-us,149.828983
0.84570718,,0.91283858,134.1,133.6,that,12,en-us,149.828983
0.84570718,,0.91283858,134.9,134.4,you're,12,en-us,149.828983
0.84570718,,0.91283858,134.9,134.9,a,12,en-us,149.828983
0.84570718,,0.90245551,135.3,135.0,nice,12,en-us,149.828983
0.84570718,,0.79266781,135.8,135.3,person,12,en-us,149.828983
0.84570718,,0.88822818,136.1,135.8,but,12,en-us,149.828983
0.84570718,,0.7874667,136.7,136.1,only,12,en-us,149.828983
0.84570718,,0.91283858,137.3,137.1,that,12,en-us,149.828983
0.84570718,,0.91283858,137.3,137.3,be,12,en-us,149.828983
0.84570718,,0.90736067,137.4,137.3,a,12,en-us,149.828983
0.84570718,,0.91283858,137.9,137.4,facade,12,en-us,149.828983
0.84570718,,0.90736079,138.4,137.9,right,12,en-us,149.828983
0.84570718,,0.76766092,138.7,138.5,you're,12,en-us,149.828983
0.84570718,,0.82593912,139.0,138.7,actually,12,en-us,149.828983
0.84570718,,0.73992294,139.0,139.0,a,12,en-us,149.828983
0.84570718,,0.91283858,139.3,139.0,bad,12,en-us,149.828983
0.84570718,,0.91283858,139.6,139.3,person,12,en-us,149.828983
0.84570718,,0.76642978,139.8,139.6,but,12,en-us,149.828983
0.84570718,,0.75441837,140.1,139.8,not,12,en-us,149.828983
0.84570718,,0.91283858,140.6,140.1,lying,12,en-us,149.828983
0.84570718,,0.7283923,141.4,140.9,not,12,en-us,149.828983
0.84570718,,0.91283858,141.6,141.4,for,12,en-us,149.828983
0.84570718,,0.9076705,141.8,141.6,not,12,en-us,149.828983
0.84570718,,0.72835332,142.1,141.8,allowing,12,en-us,149.828983
0.84570718,,0.91283858,142.4,142.1,them,12,en-us,149.828983
0.84570718,,0.74199718,142.6,142.4,to,12,en-us,149.828983
0.84570718,,0.74199718,142.8,142.6,be,12,en-us,149.828983
0.84570718,,0.91283858,142.9,142.8,in,12,en-us,149.828983
0.84570718,,0.73691541,143.2,142.9,here,12,en-us,149.828983
0.84570718,,0.76620317,144.1,143.6,and,12,en-us,149.828983
0.84570718,,0.81064838,145.4,145.0,that,12,en-us,149.828983
0.84570718,,0.91283858,145.5,145.4,was,12,en-us,149.828983
0.84570718,,0.86306167,145.6,145.5,one,12,en-us,149.828983
0.84570718,,0.75441837,145.7,145.6,of,12,en-us,149.828983
0.84570718,,0.8603158,145.9,145.7,the,12,en-us,149.828983
0.84570718,,0.91283858,146.7,146.3,basic,12,en-us,149.828983
0.84570718,,0.73691541,147.0,146.7,human,12,en-us,149.828983
0.84570718,,0.72835338,147.3,147.0,rights,12,en-us,149.828983
0.84570718,,0.91283858,147.8,147.3,issues,12,en-us,149.828983
0.84570718,,0.72640455,148.1,147.8,and,12,en-us,149.828983
0.84570718,,0.91283858,148.1,148.1,the,12,en-us,149.828983
0.84570718,,0.91283858,148.4,148.1,second,12,en-us,149.828983
0.84570718,,0.78114974,148.7,148.4,point,12,en-us,149.828983
0.84570718,,0.91283858,148.8,148.7,would,12,en-us,149.828983
0.84570718,,0.72379261,149.1,148.8,be,12,en-us,149.828983
0.89403677, Koreans are not letting them because they think they are racist and rapists and terrorists right but those things are not true since they ran away from that were they are the people who don't do not like violence so that's one of the main points that you could say that they don't do it like that,0.91283858,150.9,150.5,Koreans,12,en-us,169.603721
0.89403677,,0.91283858,150.9,150.9,are,12,en-us,169.603721
0.89403677,,0.91283858,151.2,150.9,not,12,en-us,169.603721
0.89403677,,0.91283858,151.4,151.2,letting,12,en-us,169.603721
0.89403677,,0.91283858,151.6,151.4,them,12,en-us,169.603721
0.89403677,,0.91283858,151.9,151.6,because,12,en-us,169.603721
0.89403677,,0.91283858,152.0,151.9,they,12,en-us,169.603721
0.89403677,,0.91283858,152.2,152.0,think,12,en-us,169.603721
0.89403677,,0.91283858,152.3,152.2,they,12,en-us,169.603721
0.89403677,,0.91283858,152.4,152.3,are,12,en-us,169.603721
0.89403677,,0.91283858,152.9,152.4,racist,12,en-us,169.603721
0.89403677,,0.91283858,153.1,152.9,and,12,en-us,169.603721
0.89403677,,0.91283858,153.9,153.1,rapists,12,en-us,169.603721
0.89403677,,0.91283858,154.6,153.9,and,12,en-us,169.603721
0.89403677,,0.81586504,155.1,154.6,terrorists,12,en-us,169.603721
0.89403677,,0.86090088,155.6,155.1,right,12,en-us,169.603721
0.89403677,,0.91283858,156.1,155.6,but,12,en-us,169.603721
0.89403677,,0.91283858,156.6,156.3,those,12,en-us,169.603721
0.89403677,,0.9122023,157.2,156.6,things,12,en-us,169.603721
0.89403677,,0.91283858,157.4,157.2,are,12,en-us,169.603721
0.89403677,,0.89064324,157.6,157.4,not,12,en-us,169.603721
0.89403677,,0.86338371,157.9,157.6,TRUE,12,en-us,169.603721
0.89403677,,0.88036251,158.4,157.9,since,12,en-us,169.603721
0.89403677,,0.88387913,160.2,159.6,they,12,en-us,169.603721
0.89403677,,0.91283858,160.9,160.7,ran,12,en-us,169.603721
0.89403677,,0.88662726,161.2,160.9,away,12,en-us,169.603721
0.89403677,,0.91283858,161.4,161.2,from,12,en-us,169.603721
0.89403677,,0.88300872,161.6,161.4,that,12,en-us,169.603721
0.89403677,,0.91283858,161.8,161.6,were,12,en-us,169.603721
0.89403677,,0.90097499,162.3,161.8,they,12,en-us,169.603721
0.89403677,,0.91283858,162.5,162.3,are,12,en-us,169.603721
0.89403677,,0.91283858,162.6,162.5,the,12,en-us,169.603721
0.89403677,,0.86299175,162.9,162.6,people,12,en-us,169.603721
0.89403677,,0.8227427,163.1,162.9,who,12,en-us,169.603721
0.89403677,,0.91283858,163.5,163.1,don't,12,en-us,169.603721
0.89403677,,0.91283858,163.6,163.5,do,12,en-us,169.603721
0.89403677,,0.89163208,164.1,163.6,not,12,en-us,169.603721
0.89403677,,0.91283858,164.4,164.1,like,12,en-us,169.603721
0.89403677,,0.90517038,164.9,164.4,violence,12,en-us,169.603721
0.89403677,,0.91283858,165.1,164.9,so,12,en-us,169.603721
0.89403677,,0.91283858,165.6,165.1,that's,12,en-us,169.603721
0.89403677,,0.91283858,165.9,165.9,one,12,en-us,169.603721
0.89403677,,0.76489574,166.0,165.9,of,12,en-us,169.603721
