results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,results/alternatives/0/words/0/endTime,results/alternatives/0/words/0/startTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,results/resultEndTime
0.78812301,,0.72035551,24.100s,23.700s,country,2,en-us,25.948708s
0.78812301,,0.88449878,24.300s,24.100s,with,2,en-us,25.948708s
0.78812301,,0.6331377,24.600s,24.300s,some,2,en-us,25.948708s
0.78812301,,0.65398294,25.300s,24.600s,restrictions,2,en-us,25.948708s
0.67115831, and more over than that the Koreans has already decided to un Refugee convention in 1991 22,0.91283858,27.400s,26.800s,and,2,en-us,41.594105s
0.67115831,,0.35210198,28.400s,27.900s,more,2,en-us,41.594105s
0.67115831,,0.35210198,28.600s,28.400s,over,2,en-us,41.594105s
0.67115831,,0.91283858,28.800s,28.600s,than,2,en-us,41.594105s
0.67115831,,0.65975511,29.100s,28.800s,that,2,en-us,41.594105s
0.67115831,,0.67874551,29.400s,29.100s,the,2,en-us,41.594105s
0.67115831,,0.8039254,30.100s,29.400s,Koreans,2,en-us,41.594105s
0.67115831,,0.91283858,31.100s,30.800s,has,2,en-us,41.594105s
0.67115831,,0.65975511,31.400s,31.100s,already,2,en-us,41.594105s
0.67115831,,0.56784654,32.200s,31.400s,decided,2,en-us,41.594105s
0.67115831,,0.35210198,32.400s,32.200s,to,2,en-us,41.594105s
0.67115831,,0.8675108,32.900s,32.400s,un,2,en-us,41.594105s
0.67115831,,0.69266742,33.600s,32.900s,Refugee,2,en-us,41.594105s
0.67115831,,0.5068832,34.400s,33.600s,convention,2,en-us,41.594105s
0.67115831,,0.35210198,34.700s,34.400s,in,2,en-us,41.594105s
0.67115831,,0.91283858,35.400s,34.700s,1991,2,en-us,41.594105s
0.67115831,,0.91283858,38.200s,37.500s,22,2,en-us,41.594105s
0.65925807, and more over than that the Koreans has already decided to un Refugee convention in 1991 22,0.91283858,27.400s,26.800s,and,1,en-us,41.654241s
0.65925807,,0.35078436,28.400s,27.900s,more,1,en-us,41.654241s
0.65925807,,0.35078436,28.600s,28.400s,over,1,en-us,41.654241s
0.65925807,,0.91283858,28.800s,28.600s,than,1,en-us,41.654241s
0.65925807,,0.66252011,29.100s,28.800s,that,1,en-us,41.654241s
0.65925807,,0.58742118,29.400s,29.100s,the,1,en-us,41.654241s
0.65925807,,0.7209329,30.100s,29.400s,Koreans,1,en-us,41.654241s
0.65925807,,0.91283858,31.100s,30.800s,has,1,en-us,41.654241s
0.65925807,,0.63355857,31.500s,31.100s,already,1,en-us,41.654241s
0.65925807,,0.56006002,32.200s,31.500s,decided,1,en-us,41.654241s
0.65925807,,0.35078436,32.400s,32.200s,to,1,en-us,41.654241s
0.65925807,,0.8690508,32.900s,32.400s,un,1,en-us,41.654241s
0.65925807,,0.69389004,33.600s,32.900s,Refugee,1,en-us,41.654241s
0.65925807,,0.51262212,34.400s,33.600s,convention,1,en-us,41.654241s
0.65925807,,0.35078436,34.700s,34.400s,in,1,en-us,41.654241s
0.65925807,,0.91283858,35.400s,34.700s,1991,1,en-us,41.654241s
0.65925807,,0.91283858,38.200s,37.500s,22,1,en-us,41.654241s
0.81649184, to approve or to guarantee the status of refugee in the state something like that and also to compare to another country in European country like Germany does have two more very crisis in the refugee problems or issues more than seven hundred thousands but in Korean degree,0.91283858,42.800s,42.700s,to,2,en-us,72.063040s
0.81649184,,0.91283858,43.500s,42.800s,approve,2,en-us,72.063040s
0.81649184,,0.91283858,43.900s,43.500s,or,2,en-us,72.063040s
0.81649184,,0.91283858,44.800s,43.900s,to,2,en-us,72.063040s
0.81649184,,0.91283858,46.100s,45.600s,guarantee,2,en-us,72.063040s
0.81649184,,0.91283858,46.300s,46.100s,the,2,en-us,72.063040s
0.81649184,,0.91283858,46.700s,46.300s,status,2,en-us,72.063040s
0.81649184,,0.91283858,46.900s,46.700s,of,2,en-us,72.063040s
0.81649184,,0.91283858,47.600s,46.900s,refugee,2,en-us,72.063040s
0.81649184,,0.91283858,49s,48.800s,in,2,en-us,72.063040s
0.81649184,,0.91283858,49.100s,49s,the,2,en-us,72.063040s
0.81649184,,0.91283858,49.700s,49.100s,state,2,en-us,72.063040s
0.81649184,,0.91283858,50.400s,50s,something,2,en-us,72.063040s
0.81649184,,0.91283858,50.600s,50.400s,like,2,en-us,72.063040s
0.81649184,,0.91283858,51.100s,50.600s,that,2,en-us,72.063040s
0.81649184,,0.91283858,51.500s,51.300s,and,2,en-us,72.063040s
0.81649184,,0.91283858,52.200s,51.500s,also,2,en-us,72.063040s
0.81649184,,0.91283858,53.300s,53.100s,to,2,en-us,72.063040s
0.81649184,,0.91283858,53.900s,53.300s,compare,2,en-us,72.063040s
0.81649184,,0.91283858,54.300s,53.900s,to,2,en-us,72.063040s
0.81649184,,0.91283858,55s,54.500s,another,2,en-us,72.063040s
0.81649184,,0.91283858,55.800s,55s,country,2,en-us,72.063040s
0.81649184,,0.91283858,56.100s,55.800s,in,2,en-us,72.063040s
0.81649184,,0.91283858,56.600s,56.100s,European,2,en-us,72.063040s
0.81649184,,0.91283858,56.900s,56.600s,country,2,en-us,72.063040s
0.81649184,,0.91283858,57.200s,56.900s,like,2,en-us,72.063040s
0.81649184,,0.91283858,57.900s,57.200s,Germany,2,en-us,72.063040s
0.81649184,,0.91283858,58.500s,58.200s,does,2,en-us,72.063040s
0.81649184,,0.91283858,59s,58.500s,have,2,en-us,72.063040s
0.81649184,,0.35449675,59.300s,59s,two,2,en-us,72.063040s
0.81649184,,0.60069031,59.800s,59.300s,more,2,en-us,72.063040s
0.81649184,,0.91283858,60.200s,59.800s,very,2,en-us,72.063040s
0.81649184,,0.74052149,60.800s,60.200s,crisis,2,en-us,72.063040s
0.81649184,,0.91283858,61.800s,61.600s,in,2,en-us,72.063040s
0.81649184,,0.63813448,62s,61.800s,the,2,en-us,72.063040s
0.81649184,,0.71096444,62.700s,62s,refugee,2,en-us,72.063040s
0.81649184,,0.91283858,63.200s,62.700s,problems,2,en-us,72.063040s
0.81649184,,0.91283858,63.400s,63.200s,or,2,en-us,72.063040s
0.81649184,,0.48221216,64.100s,63.400s,issues,2,en-us,72.063040s
0.81649184,,0.52121228,66.400s,65.700s,more,2,en-us,72.063040s
0.81649184,,0.4275842,66.900s,66.400s,than,2,en-us,72.063040s
0.81649184,,0.66277409,68.300s,67.800s,seven,2,en-us,72.063040s
0.81649184,,0.3548817,69.100s,68.300s,hundred,2,en-us,72.063040s
0.81649184,,0.71165472,70.100s,69.500s,thousands,2,en-us,72.063040s
0.81649184,,0.60388589,71.100s,70.700s,but,2,en-us,72.063040s
0.81649184,,0.91283858,71.300s,71.100s,in,2,en-us,72.063040s
0.81649184,,0.91283858,71.600s,71.300s,Korean,2,en-us,72.063040s
0.81649184,,0.4332523,71.900s,71.600s,degree,2,en-us,72.063040s
0.86648917," to approve or to guarantee the status of refugee in the state something that has and also to compare to another country in Europe and Country like Germany does have more very crisis in the refugee problems or issues more than 700,000 but in Korean agreement is",0.91283858,42.800s,42.700s,to,1,en-us,72.443901s
0.86648917,,0.91283858,43.500s,42.800s,approve,1,en-us,72.443901s
0.86648917,,0.91283858,43.900s,43.500s,or,1,en-us,72.443901s
0.86648917,,0.91283858,44.800s,43.900s,to,1,en-us,72.443901s
0.86648917,,0.91283858,46.100s,45.700s,guarantee,1,en-us,72.443901s
0.86648917,,0.91283858,46.300s,46.100s,the,1,en-us,72.443901s
0.86648917,,0.91283858,46.800s,46.300s,status,1,en-us,72.443901s
0.86648917,,0.91283858,46.900s,46.800s,of,1,en-us,72.443901s
0.86648917,,0.91283858,47.600s,46.900s,refugee,1,en-us,72.443901s
0.86648917,,0.91283858,49s,48.800s,in,1,en-us,72.443901s
0.86648917,,0.91283858,49s,49s,the,1,en-us,72.443901s
0.86648917,,0.91283858,49.600s,49s,state,1,en-us,72.443901s
0.86648917,,0.91283858,50.400s,50s,something,1,en-us,72.443901s
0.86648917,,0.91283858,50.600s,50.400s,that,1,en-us,72.443901s
0.86648917,,0.91283858,51.100s,50.600s,has,1,en-us,72.443901s
0.86648917,,0.91283858,51.500s,51.300s,and,1,en-us,72.443901s
0.86648917,,0.91283858,52.200s,51.500s,also,1,en-us,72.443901s
0.86648917,,0.91283858,53.300s,53.100s,to,1,en-us,72.443901s
0.86648917,,0.91283858,53.900s,53.300s,compare,1,en-us,72.443901s
0.86648917,,0.91283858,54.300s,53.900s,to,1,en-us,72.443901s
0.86648917,,0.91283858,55s,54.400s,another,1,en-us,72.443901s
0.86648917,,0.91283858,55.800s,55s,country,1,en-us,72.443901s
0.86648917,,0.91283858,56.100s,55.800s,in,1,en-us,72.443901s
0.86648917,,0.70075685,56.500s,56.100s,Europe,1,en-us,72.443901s
0.86648917,,0.67037207,56.600s,56.500s,and,1,en-us,72.443901s
0.86648917,,0.91283858,56.900s,56.600s,Country,1,en-us,72.443901s
0.86648917,,0.90146631,57.200s,56.900s,like,1,en-us,72.443901s
0.86648917,,0.78183645,57.900s,57.200s,Germany,1,en-us,72.443901s
0.86648917,,0.90146631,58.500s,58.200s,does,1,en-us,72.443901s
0.86648917,,0.75337219,59s,58.500s,have,1,en-us,72.443901s
0.86648917,,0.7262938,59.800s,59.300s,more,1,en-us,72.443901s
0.86648917,,0.91283858,60.200s,59.800s,very,1,en-us,72.443901s
0.86648917,,0.87763804,60.800s,60.200s,crisis,1,en-us,72.443901s
0.86648917,,0.91283858,61.800s,61.600s,in,1,en-us,72.443901s
0.86648917,,0.7262938,62s,61.800s,the,1,en-us,72.443901s
0.86648917,,0.84773427,62.600s,62s,refugee,1,en-us,72.443901s
0.86648917,,0.91283858,63.200s,62.600s,problems,1,en-us,72.443901s
0.86648917,,0.91283858,63.400s,63.200s,or,1,en-us,72.443901s
0.86648917,,0.70981538,64s,63.400s,issues,1,en-us,72.443901s
0.86648917,,0.71618462,66.400s,65.700s,more,1,en-us,72.443901s
0.86648917,,0.70088863,66.900s,66.400s,than,1,en-us,72.443901s
0.86648917,,0.91283858,69.100s,67.800s,"700,000",1,en-us,72.443901s
0.86648917,,0.77344507,71.100s,70.700s,but,1,en-us,72.443901s
0.86648917,,0.91283858,71.200s,71.100s,in,1,en-us,72.443901s
0.86648917,,0.91283858,71.700s,71.200s,Korean,1,en-us,72.443901s
0.86648917,,0.72660029,72.100s,71.700s,agreement,1,en-us,72.443901s
0.86648917,,0.91283858,72.200s,72.100s,is,1,en-us,72.443901s
0.67764062, veggies is only 550 people solar the first thing that I think the Korean government should accept this group of refugees,0.39031893,72.800s,72.500s,veggies,1,en-us,83.057914s
0.67764062,,0.52679354,73.100s,72.800s,is,1,en-us,83.057914s
0.67764062,,0.61783743,73.600s,73.100s,only,1,en-us,83.057914s
0.67764062,,0.72157282,75s,73.600s,550,1,en-us,83.057914s
0.67764062,,0.624264,75.600s,75.100s,people,1,en-us,83.057914s
0.67764062,,0.60324037,76.100s,75.600s,solar,1,en-us,83.057914s
0.67764062,,0.63983995,77s,76.700s,the,1,en-us,83.057914s
0.67764062,,0.91283858,77.300s,77s,first,1,en-us,83.057914s
0.67764062,,0.68038315,77.500s,77.300s,thing,1,en-us,83.057914s
0.67764062,,0.49083444,77.800s,77.500s,that,1,en-us,83.057914s
0.67764062,,0.91283858,77.900s,77.800s,I,1,en-us,83.057914s
0.67764062,,0.54240602,78.400s,77.900s,think,1,en-us,83.057914s
0.67764062,,0.71546006,79.200s,79.100s,the,1,en-us,83.057914s
0.67764062,,0.91283858,79.600s,79.200s,Korean,1,en-us,83.057914s
0.67764062,,0.69767183,80s,79.600s,government,1,en-us,83.057914s
0.67764062,,0.67967844,80.500s,80s,should,1,en-us,83.057914s
0.67764062,,0.85604584,81s,80.600s,accept,1,en-us,83.057914s
0.67764062,,0.51022744,81.400s,81s,this,1,en-us,83.057914s
0.67764062,,0.91283858,81.800s,81.400s,group,1,en-us,83.057914s
0.67764062,,0.72315985,81.900s,81.800s,of,1,en-us,83.057914s
0.67764062,,0.55936331,82.500s,81.900s,refugees,1,en-us,83.057914s
0.7036531, geez is only 550 people so it is the first thing that I think the Korean government should accept this group of refugees,0.47254488,72.800s,72.500s,geez,2,en-us,83.098006s
0.7036531,,0.63642853,73.100s,72.800s,is,2,en-us,83.098006s
0.7036531,,0.57826072,73.600s,73.100s,only,2,en-us,83.098006s
0.7036531,,0.72676247,75s,73.600s,550,2,en-us,83.098006s
0.7036531,,0.662238,75.600s,75.100s,people,2,en-us,83.098006s
0.7036531,,0.66226614,76.100s,75.600s,so,2,en-us,83.098006s
0.7036531,,0.65318596,76.700s,76.100s,it,2,en-us,83.098006s
0.7036531,,0.50758117,77s,76.700s,is,2,en-us,83.098006s
0.7036531,,0.67813325,77.100s,77s,the,2,en-us,83.098006s
0.7036531,,0.72922671,77.300s,77.100s,first,2,en-us,83.098006s
0.7036531,,0.68631256,77.500s,77.300s,thing,2,en-us,83.098006s
0.7036531,,0.54745138,77.800s,77.500s,that,2,en-us,83.098006s
0.7036531,,0.91283858,77.900s,77.800s,I,2,en-us,83.098006s
0.7036531,,0.61166728,78.400s,77.900s,think,2,en-us,83.098006s
0.7036531,,0.91283858,79.200s,79.100s,the,2,en-us,83.098006s
0.7036531,,0.91283858,79.600s,79.200s,Korean,2,en-us,83.098006s
0.7036531,,0.69349748,80s,79.600s,government,2,en-us,83.098006s
0.7036531,,0.71984029,80.500s,80s,should,2,en-us,83.098006s
0.7036531,,0.91283858,81s,80.500s,accept,2,en-us,83.098006s
0.7036531,,0.57725328,81.400s,81s,this,2,en-us,83.098006s
0.7036531,,0.91283858,81.800s,81.400s,group,2,en-us,83.098006s
0.7036531,,0.91283858,81.900s,81.800s,of,2,en-us,83.098006s
0.7036531,,0.56433749,82.500s,81.900s,refugees,2,en-us,83.098006s
0.70414257, okay yeah that I agree with you with that okay Korean does sign convention in 1991 but,0.91283858,86.900s,86.300s,okay,2,en-us,96.498324s
0.70414257,,0.91283858,88.500s,87.900s,yeah,2,en-us,96.498324s
0.70414257,,0.91283858,89s,88.500s,that,2,en-us,96.498324s
0.70414257,,0.76823914,89.900s,89.500s,I,2,en-us,96.498324s
0.70414257,,0.91283858,90.200s,89.900s,agree,2,en-us,96.498324s
0.70414257,,0.91283858,90.400s,90.200s,with,2,en-us,96.498324s
0.70414257,,0.91283858,90.600s,90.400s,you,2,en-us,96.498324s
0.70414257,,0.36600015,90.700s,90.600s,with,2,en-us,96.498324s
0.70414257,,0.36600015,91.100s,90.700s,that,2,en-us,96.498324s
0.70414257,,0.70412952,91.600s,91.200s,okay,2,en-us,96.498324s
0.70414257,,0.76188642,92s,91.600s,Korean,2,en-us,96.498324s
0.70414257,,0.38862291,92.200s,92s,does,2,en-us,96.498324s
0.70414257,,0.51986557,92.600s,92.200s,sign,2,en-us,96.498324s
0.70414257,,0.91283858,93.100s,92.600s,convention,2,en-us,96.498324s
0.70414257,,0.49040541,93.600s,93.100s,in,2,en-us,96.498324s
0.70414257,,0.81850117,95.100s,93.800s,1991,2,en-us,96.498324s
0.70414257,,0.39690182,96.200s,95.500s,but,2,en-us,96.498324s
0.84842211, okay yeah that I agree with you with that okay Korean just side of convention in 1991 but,0.91283858,86.900s,86.300s,okay,1,en-us,96.558459s
0.84842211,,0.91283858,88.500s,87.900s,yeah,1,en-us,96.558459s
0.84842211,,0.91283858,89s,88.500s,that,1,en-us,96.558459s
0.84842211,,0.91283858,89.900s,89.500s,I,1,en-us,96.558459s
0.84842211,,0.91283858,90.200s,89.900s,agree,1,en-us,96.558459s
0.84842211,,0.91283858,90.400s,90.200s,with,1,en-us,96.558459s
0.84842211,,0.91283858,90.500s,90.400s,you,1,en-us,96.558459s
0.84842211,,0.91283858,90.700s,90.500s,with,1,en-us,96.558459s
0.84842211,,0.91283858,91.100s,90.700s,that,1,en-us,96.558459s
0.84842211,,0.91283858,91.600s,91.200s,okay,1,en-us,96.558459s
0.84842211,,0.76100802,92s,91.600s,Korean,1,en-us,96.558459s
0.84842211,,0.70084345,92.200s,92s,just,1,en-us,96.558459s
0.84842211,,0.70084345,92.500s,92.200s,side,1,en-us,96.558459s
0.84842211,,0.70084345,92.600s,92.500s,of,1,en-us,96.558459s
0.84842211,,0.91283858,93.100s,92.600s,convention,1,en-us,96.558459s
0.84842211,,0.72921139,93.600s,93.100s,in,1,en-us,96.558459s
0.84842211,,0.91283858,95.100s,93.800s,1991,1,en-us,96.558459s
0.84842211,,0.72478259,96.200s,95.500s,but,1,en-us,96.558459s
0.87475264, I just think that it's like a special case for the Koreans who have like their their body instigate like with the XO phobia sometimes and they're just like care about the conditioned living so I think if you think about your population first and there are some so very that have already so way that they are more proposed proportion of Korean population so I just,0.91283858,97.400s,97.300s,I,1,en-us,126.897099s
0.87475264,,0.91283858,97.700s,97.400s,just,1,en-us,126.897099s
0.87475264,,0.91283858,97.900s,97.700s,think,1,en-us,126.897099s
0.87475264,,0.91283858,98.300s,97.900s,that,1,en-us,126.897099s
0.87475264,,0.91283858,98.800s,98.500s,it's,1,en-us,126.897099s
0.87475264,,0.91283858,99s,98.800s,like,1,en-us,126.897099s
0.87475264,,0.91283858,99.100s,99s,a,1,en-us,126.897099s
0.87475264,,0.91283858,99.600s,99.100s,special,1,en-us,126.897099s
0.87475264,,0.91283858,100.200s,99.600s,case,1,en-us,126.897099s
0.87475264,,0.91283858,101.100s,100.600s,for,1,en-us,126.897099s
0.87475264,,0.91283858,101.500s,101.100s,the,1,en-us,126.897099s
0.87475264,,0.91283858,102.300s,101.500s,Koreans,1,en-us,126.897099s
0.87475264,,0.91283858,102.700s,102.500s,who,1,en-us,126.897099s
0.87475264,,0.91283858,103s,102.700s,have,1,en-us,126.897099s
0.87475264,,0.91283858,103.300s,103s,like,1,en-us,126.897099s
0.87475264,,0.91283858,104.300s,103.800s,their,1,en-us,126.897099s
0.87475264,,0.91283858,105.300s,105.100s,their,1,en-us,126.897099s
0.87475264,,0.91283858,105.600s,105.300s,body,1,en-us,126.897099s
0.87475264,,0.91283858,106.100s,105.600s,instigate,1,en-us,126.897099s
0.87475264,,0.91283858,106.600s,106.100s,like,1,en-us,126.897099s
0.87475264,,0.91283858,106.900s,106.700s,with,1,en-us,126.897099s
0.87475264,,0.91283858,107.300s,106.900s,the,1,en-us,126.897099s
0.87475264,,0.91283858,107.900s,107.700s,XO,1,en-us,126.897099s
0.87475264,,0.91283858,108.400s,107.900s,phobia,1,en-us,126.897099s
0.87475264,,0.91283858,109.200s,108.400s,sometimes,1,en-us,126.897099s
0.87475264,,0.91283858,109.900s,109.600s,and,1,en-us,126.897099s
0.87475264,,0.91283858,110s,109.900s,they're,1,en-us,126.897099s
0.87475264,,0.91283858,110.200s,110s,just,1,en-us,126.897099s
0.87475264,,0.91283858,110.700s,110.200s,like,1,en-us,126.897099s
0.87475264,,0.91283858,112.300s,111.600s,care,1,en-us,126.897099s
0.87475264,,0.91283858,112.700s,112.300s,about,1,en-us,126.897099s
0.87475264,,0.91283858,113s,112.700s,the,1,en-us,126.897099s
0.87475264,,0.91283858,113.400s,113s,conditioned,1,en-us,126.897099s
0.87475264,,0.91283858,113.900s,113.400s,living,1,en-us,126.897099s
0.87475264,,0.91283858,114.300s,113.900s,so,1,en-us,126.897099s
0.87475264,,0.91283858,114.400s,114.300s,I,1,en-us,126.897099s
0.87475264,,0.91283858,114.700s,114.400s,think,1,en-us,126.897099s
0.87475264,,0.91283858,114.800s,114.700s,if,1,en-us,126.897099s
0.87475264,,0.91283858,115s,114.800s,you,1,en-us,126.897099s
0.87475264,,0.91283858,115.300s,115s,think,1,en-us,126.897099s
0.87475264,,0.91283858,115.600s,115.300s,about,1,en-us,126.897099s
0.87475264,,0.91283858,115.700s,115.600s,your,1,en-us,126.897099s
0.87475264,,0.91283858,116.300s,115.700s,population,1,en-us,126.897099s
0.87475264,,0.91283858,116.800s,116.300s,first,1,en-us,126.897099s
0.87475264,,0.91283858,117.700s,117.300s,and,1,en-us,126.897099s
0.87475264,,0.91283858,117.900s,117.700s,there,1,en-us,126.897099s
0.87475264,,0.91283858,118s,117.900s,are,1,en-us,126.897099s
0.87475264,,0.91283858,118.200s,118s,some,1,en-us,126.897099s
0.87475264,,0.85275859,118.300s,118.200s,so,1,en-us,126.897099s
0.87475264,,0.85260725,118.600s,118.300s,very,1,en-us,126.897099s
0.87475264,,0.90416181,119.100s,118.600s,that,1,en-us,126.897099s
0.87475264,,0.91283858,119.600s,119.100s,have,1,en-us,126.897099s
0.87475264,,0.90667832,119.900s,119.600s,already,1,en-us,126.897099s
0.87475264,,0.91283858,120.100s,119.900s,so,1,en-us,126.897099s
0.87475264,,0.91283858,120.300s,120.100s,way,1,en-us,126.897099s
0.87475264,,0.91283858,120.700s,120.300s,that,1,en-us,126.897099s
0.87475264,,0.91283858,121.500s,121.300s,they,1,en-us,126.897099s
0.87475264,,0.86689359,121.800s,121.500s,are,1,en-us,126.897099s
0.87475264,,0.91283858,122.500s,121.900s,more,1,en-us,126.897099s
0.87475264,,0.36104897,123.200s,122.500s,proposed,1,en-us,126.897099s
0.87475264,,0.77203268,124.200s,123.600s,proportion,1,en-us,126.897099s
0.87475264,,0.45912719,124.600s,124.300s,of,1,en-us,126.897099s
0.87475264,,0.91283858,124.900s,124.600s,Korean,1,en-us,126.897099s
0.87475264,,0.5590685,125.600s,124.900s,population,1,en-us,126.897099s
0.87475264,,0.6777373,126s,125.600s,so,1,en-us,126.897099s
0.87475264,,0.63895923,126.100s,126s,I,1,en-us,126.897099s
0.87475264,,0.55124813,126.700s,126.100s,just,1,en-us,126.897099s
